"logFC","logCPM","F","PValue","Gene","padj","abs_logFC"
1.08331538755475,-2.06233647201528,7.21277118626761,0.0145189052081155,"ENSG00000259475.1",0.0435883684446896,1.08331538755475
1.08227074191465,2.28702303504016,152.84046403271,1.30655455477368e-10,"ENSG00000173846.13",6.32160530798876e-09,1.08227074191465
1.077376610038,0.92670529264906,9.13630474530859,0.00692450209342088,"ENSG00000183604.14",0.0236659863452502,1.077376610038
1.07518119096549,-2.0620546663264,10.0366312927091,0.00500029794443054,"ENSG00000183309.12",0.0180746230251522,1.07518119096549
1.07289440851212,4.08378741644485,405.086778797097,2.12109863154982e-14,"ENSG00000042062.13",3.13215144256637e-12,1.07289440851212
1.0689282438945,-1.74840917472602,10.2359463884356,0.00466013368560983,"ENSG00000261420.1",0.0170639626180788,1.0689282438945
1.0687843199311,3.00067541133252,222.929068397614,4.78533750511728e-12,"ENSG00000111671.10",3.67670008654977e-10,1.0687843199311
1.06871262451408,-2.04881327709536,7.86635024128854,0.0112061038968733,"ENSG00000276916.1",0.0351988493721421,1.06871262451408
1.06549942714771,4.93510471278865,244.258030387814,2.1157014999183e-12,"ENSG00000198743.7",1.84757503666036e-10,1.06549942714771
1.06430312858003,-1.46360260738236,13.3646548041547,0.00165009111983147,"ENSG00000283154.2",0.00710949006672033,1.06430312858003
1.06194436694677,1.92706850823878,76.5571008918642,3.85965340311567e-08,"ENSG00000170684.9",8.3448689882339e-07,1.06194436694677
1.06162571694804,-0.481685614970806,13.2194807098201,0.00172708303470552,"ENSG00000277775.2",0.00738963682774814,1.06162571694804
1.06135023029654,-0.393888548550191,25.2094651020771,7.29022743574893e-05,"ENSG00000175189.4",0.000518718805861595,1.06135023029654
1.05638273049072,10.4620852020322,280.166583344739,6.1544194915399e-13,"ENSG00000109971.14",6.22465636935296e-11,1.05638273049072
1.05622770366092,-2.06196683428331,9.08529255297432,0.00705605394536889,"ENSG00000197380.11",0.0240032730685638,1.05622770366092
1.05507287921996,-1.66421074336011,11.0306408604002,0.00353825369434346,"ENSG00000214049.8",0.0135172466146258,1.05507287921996
1.05433564808968,5.36456903588045,245.20199037389,2.04380946812888e-12,"ENSG00000112773.16",1.79354299502172e-10,1.05433564808968
1.05414883530947,-0.914522424178136,16.6651608048102,0.000619525720097947,"ENSG00000272954.1",0.00314720472224559,1.05414883530947
1.05395596418183,-0.303673202327323,18.2932147200845,0.000396075361443581,"ENSG00000257829.1",0.0021811015146925,1.05395596418183
1.04981766994533,-2.14547115973874,6.85977897477896,0.0167570952351778,"ENSG00000133169.6",0.0489612402317861,1.04981766994533
1.04772355400317,3.95072585850573,450.295558453277,7.98264768152883e-15,"ENSG00000124374.9",1.36100341709266e-12,1.04772355400317
1.04597338990069,-0.318958059295816,23.99700917726,9.60269475191092e-05,"ENSG00000111087.10",0.000658144875377907,1.04597338990069
1.04573825568397,1.99944859983475,137.97096714319,3.13677958389587e-10,"ENSG00000185818.8",1.33067839125365e-08,1.04573825568397
1.0445501777561,-1.99621653638698,6.84703547971164,0.0168448593379913,"ENSG00000279345.1",0.0491717369049198,1.0445501777561
1.04449086135259,-0.648299832465127,23.8174388737189,0.000100095648682506,"ENSG00000278876.1",0.000682113552612954,1.04449086135259
1.04367816854172,-1.59420571840401,8.14617178836416,0.0100543187296706,"ENSG00000285596.1",0.0321932416202044,1.04367816854172
1.04347697644241,-1.39422817774518,9.27318398089796,0.00658484381756558,"ENSG00000272721.5",0.0226914098213781,1.04347697644241
1.04189687479977,3.07359381483121,215.053392082598,6.58843154076701e-12,"ENSG00000277224.2",4.79455696921996e-10,1.04189687479977
1.03976659407176,-2.18900463533757,7.04323928459838,0.0155489222056634,"ENSG00000135094.11",0.0461253704761145,1.03976659407176
1.03964735660372,4.71009927632869,486.716163862453,3.88172348507721e-15,"ENSG00000198517.10",7.55332759020132e-13,1.03964735660372
1.03964177531604,4.35744221297342,430.983414060601,1.19730975882503e-14,"ENSG00000128965.13",1.93101254977349e-12,1.03964177531604
1.03894810761413,1.23310355174941,63.7156931943855,1.57086598212756e-07,"ENSG00000182841.12",2.79817341413409e-06,1.03894810761413
1.03827147128959,-1.31146004787775,13.7210500157032,0.00147674534777751,"ENSG00000287655.1",0.00648846472394488,1.03827147128959
1.03695872809677,-1.74821522722824,9.373180868774,0.00634846089715997,"ENSG00000224629.1",0.0220081616926719,1.03695872809677
